sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:auto_concept_id_equivalence,ADD_INFO:sourceName_fi,ADD_INFO:sourceConceptId,ADD_INFO:sourceDomain,ADD_INFO:sourceConceptClass,ADD_INFO:sourceValidStartDate,ADD_INFO:sourceValidEndDate,ADD_INFO:sourceParents,ADD_INFO:sourceParentVocabulary,ADD_INFO:obsolete_conceptId,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
6475A,"Infective and parasitic conditions in the mother classifiable elsewhere but complicating pregnancy, childbirth and the puerperium, Rubella",0,444094,unique_parent_match,RUBELLA IN GRAVIDITATE,2000405081,Condition,5-char ICD9fi,1970-01-01,2099-12-31,647,,,0.67,APPROVED,EQUIVALENT,Javier,1642756805650,433823,"Infectious disease in mother complicating pregnancy, childbirth AND/OR puerperium",Condition,MAPS_TO,,<auto>,1642599821336,
5929X,"Calculus of kidney and ureter, Urinary calculus, unspecified",25,79873,unique_parent_match,CALCULI RENALES ET URETERUM NUD,2000404657,Condition,5-char ICD9fi,1970-01-01,2099-12-31,592,,,0.73,APPROVED,EQUIVALENT,Javier,1642756805650,4148260,Calculus of kidney and ureter,Condition,MAPS_TO,,<auto>,1642599821619,
7182F,"Other derangement of joint, Pathological dislocation[DISLOCATIO SPONTANEA, POLVI]",48,77356,parent_match,"DISLOCATIO SPONTANEA, POLVI",2000405863,Condition,5-char ICD9fi,1970-01-01,2099-12-31,718,,,0.55,APPROVED,NARROWER,Javier,1642756738661,77356,Pathological dislocation of joint,Condition,MAPS_TO,,<auto>,1642599822621,
0380B,"Septicaemia, Streptococcal septicaemia[SEPTICHAEMIA STREPTOCOCCUS VIRIDANS]",0,40489908,parent_match,SEPTICHAEMIA STREPTOCOCCUS VIRIDANS,2000400434,Condition,5-char ICD9fi,1970-01-01,2099-12-31,038,,,0.49,APPROVED,NARROWER,Javier,1642756738661,4176270,Gonococcemia,Condition,MAPS_TO,,<auto>,1642599823038,
7050A,"Disorders of sweat glands, Anhidrosis[ANHIDROSIS]",0,140490,parent_match,ANHIDROSIS,2000405624,Condition,5-char ICD9fi,1970-01-01,2099-12-31,705,,,0.60,APPROVED,NARROWER,Javier,1642756738661,441655,Disorder of sweat gland,Condition,MAPS_TO,,<auto>,1642599823656,
593,Other disorders of kidney and ureter,0,40483287,full_match,MORBI ALII RENIS ET URETERIS,2000404658,Condition,3-char ICD9fi,1970-01-01,2099-12-31,590-599,,,0.76,APPROVED,EQUAL,Javier,1642756146926,4148260,Calculus of kidney and ureter,Condition,MAPS_TO,,<auto>,1642599823900,
2964B,"Affective psychoses, Bipolar affective disorder, manic[PSYCHOSIS BIPOLARIS CIRCULARIS,LIEVÄASTEINEN]",0,440078,parent_match,"PSYCHOSIS BIPOLARIS CIRCULARIS,LIEVÄASTEINEN",2000402807,Condition,5-char ICD9fi,1970-01-01,2099-12-31,296,,,0.47,APPROVED,NARROWER,Javier,1642756738661,439256,"Bipolar affective disorder, currently manic, severe, with psychosis",Condition,MAPS_TO,,<auto>,1642599823959,
0380C,"Septicaemia, Streptococcal septicaemia[SEPTICHAEMIA ENTEROCOCCUS]",0,40489908,parent_match,SEPTICHAEMIA ENTEROCOCCUS,2000400435,Condition,5-char ICD9fi,1970-01-01,2099-12-31,038,,,0.54,INVALID_TARGET,NARROWER,Javier,1642756738661,0,Unmapped,,MAPS_TO,Invalid existing target: 133956,,0,
7050B,"Disorders of sweat glands, Anhidrosis[HYPOHIDROSIS]",0,140490,parent_match,HYPOHIDROSIS,2000405625,Condition,5-char ICD9fi,1970-01-01,2099-12-31,705,,,0.55,APPROVED,NARROWER,Javier,1642756738661,441655,Disorder of sweat gland,Condition,MAPS_TO,,<auto>,1642599825959,
1707B,"Malignant neoplasm of bone and articular cartilage, Long bones of lower limb[ALARAAJAN PITKIEN LUIDEN SYÖPÄ, CHONDROSARCOMA]",0,436640,parent_match,"ALARAAJAN PITKIEN LUIDEN SYÖPÄ, CHONDROSARCOMA",2000401362,Condition,5-char ICD9fi,1970-01-01,2099-12-31,170,,,0.48,APPROVED,NARROWER,Javier,1642756738661,35607522,Malignant neoplasm of bone and articular cartilage of limb,Condition,MAPS_TO,,<auto>,1642599826517,
7182G,"Other derangement of joint, Pathological dislocation[DISLOCATIO SPONTANEA, NILKKA]",0,77356,parent_match,"DISLOCATIO SPONTANEA, NILKKA",2000405864,Condition,5-char ICD9fi,1970-01-01,2099-12-31,718,,,0.51,APPROVED,NARROWER,Javier,1642756738661,77356,Pathological dislocation of joint,Condition,MAPS_TO,,<auto>,1642599826627,
5930A,"Other disorders of kidney and ureter, Nephroptosis",9,192958,unique_parent_match,NEPHROPTOSIS,2000404659,Condition,5-char ICD9fi,1970-01-01,2099-12-31,593,,,0.62,APPROVED,EQUIVALENT,Javier,1642756805650,4148260,Calculus of kidney and ureter,Condition,MAPS_TO,,<auto>,1642599827085,
2964C,"Affective psychoses, Bipolar affective disorder, manic[PSYCHOSIS BIPOLARIS CIRCULARIS,KESKIVAIKEA]",78,440078,parent_match,"PSYCHOSIS BIPOLARIS CIRCULARIS,KESKIVAIKEA",2000402808,Condition,5-char ICD9fi,1970-01-01,2099-12-31,296,,,0.48,APPROVED,NARROWER,Javier,1642756738661,439256,"Bipolar affective disorder, currently manic, severe, with psychosis",Condition,MAPS_TO,,<auto>,1642599827258,
0380X,"Septicaemia, Streptococcal septicaemia[SEPTICHAEMIA STREPTOCOCCUS ALIA]",17,40489908,parent_match,SEPTICHAEMIA STREPTOCOCCUS ALIA,2000400436,Condition,5-char ICD9fi,1970-01-01,2099-12-31,038,,,0.51,APPROVED,NARROWER,Javier,1642756738661,4176270,Gonococcemia,Condition,MAPS_TO,,<auto>,1642599827491,
6476A,"Infective and parasitic conditions in the mother classifiable elsewhere but complicating pregnancy, childbirth and the puerperium, Other viral diseases",27,444094,unique_parent_match,VIROSES ALIAE IN  GRAVIDITATE,2000405082,Condition,5-char ICD9fi,1970-01-01,2099-12-31,647,,,0.67,APPROVED,EQUIVALENT,Javier,1642756805650,4305155,"Parasitic disease in mother complicating pregnancy, childbirth AND/OR puerperium",Condition,MAPS_TO,,<auto>,1642599827856,
9163A,"Superficial injury of hip, thigh, leg and ankle, Blister, infected",0,4025120,unique_parent_match,VESICULAE INFECTIOSAE ALARAAJAN,2000408054,Condition,5-char ICD9fi,1970-01-01,2099-12-31,916,,,0.57,APPROVED,EQUIVALENT,Javier,1642756805650,443858,Superficial injury of ankle with infection,Condition,MAPS_TO,,<auto>,1642599828079,
7051A,"Disorders of sweat glands, Prickly heat[MILIARIA CRYSTALLINA (PRICKLY HEAT)]",0,137627,parent_match,MILIARIA CRYSTALLINA (PRICKLY HEAT),2000405626,Condition,5-char ICD9fi,1970-01-01,2099-12-31,705,,,0.46,APPROVED,NARROWER,Javier,1642756738661,441655,Disorder of sweat gland,Condition,MAPS_TO,,<auto>,1642599829406,
0381A,"Septicaemia, Staphylococcal septicaemia[SEPTICHAEMIA STAPHYLOCOCCUS AUREUS]",43,40487059,parent_match,SEPTICHAEMIA STAPHYLOCOCCUS AUREUS,2000400437,Condition,5-char ICD9fi,1970-01-01,2099-12-31,038,,,0.57,APPROVED,NARROWER,Javier,1642756738661,4327861,Bacteremia due to Staphylococcus aureus,Condition,MAPS_TO,,<auto>,1642599829710,
5931A,"Other disorders of kidney and ureter, Hypertrophy of kidney",0,192686,unique_parent_match,HYPERTROPHIA RENUM,2000404660,Condition,5-char ICD9fi,1970-01-01,2099-12-31,593,,,0.71,APPROVED,EQUIVALENT,Javier,1642756805650,192686,Hypertrophy of kidney,Condition,MAPS_TO,,<auto>,1642599829873,
7182H,"Other derangement of joint, Pathological dislocation[DISLOCATIO SPONTANEA, JALKATERÄ]",0,77356,parent_match,"DISLOCATIO SPONTANEA, JALKATERÄ",2000405865,Condition,5-char ICD9fi,1970-01-01,2099-12-31,718,,,0.48,APPROVED,NARROWER,Javier,1642756738661,77356,Pathological dislocation of joint,Condition,MAPS_TO,,<auto>,1642599830279,
2964D,"Affective psychoses, Bipolar affective disorder, manic[PSYCHOSIS BIPOLARIS CIRCULARIS,VAIKEA-ASTEINEN]",40,440078,parent_match,"PSYCHOSIS BIPOLARIS CIRCULARIS,VAIKEA-ASTEINEN",2000402809,Condition,5-char ICD9fi,1970-01-01,2099-12-31,296,,,0.49,APPROVED,NARROWER,Javier,1642756738661,439256,"Bipolar affective disorder, currently manic, severe, with psychosis",Condition,MAPS_TO,,<auto>,1642599831394,
1707C,"Malignant neoplasm of bone and articular cartilage, Long bones of lower limb[ALARAAJAN PITKIEN LUIDEN SYÖPÄ,SARCOMA EWING]",0,436640,parent_match,"ALARAAJAN PITKIEN LUIDEN SYÖPÄ,SARCOMA EWING",2000401363,Condition,5-char ICD9fi,1970-01-01,2099-12-31,170,,,0.46,APPROVED,NARROWER,Javier,1642756738661,35607522,Malignant neoplasm of bone and articular cartilage of limb,Condition,MAPS_TO,,<auto>,1642599831779,
0381B,"Septicaemia, Staphylococcal septicaemia[SEPTICHAEMIA STAPHYLOCOCCUS EPIDERMIDIS]",19,40487059,parent_match,SEPTICHAEMIA STAPHYLOCOCCUS EPIDERMIDIS,2000400438,Condition,5-char ICD9fi,1970-01-01,2099-12-31,038,,,0.52,APPROVED,NARROWER,Javier,1642756738661,4042192,Staphylococcus epidermidis meningitis,Condition,MAPS_TO,,<auto>,1642599832113,
7051B,"Disorders of sweat glands, Prickly heat[MILIARIA RUBRA]",0,137627,parent_match,MILIARIA RUBRA,2000405627,Condition,5-char ICD9fi,1970-01-01,2099-12-31,705,,,0.51,APPROVED,NARROWER,Javier,1642756738661,441655,Disorder of sweat gland,Condition,MAPS_TO,,<auto>,1642599832295,
5932A,"Other disorders of kidney and ureter, Cyst of kidney, acquired",55,194686,unique_parent_match,CYSTA RENIS,2000404661,Condition,5-char ICD9fi,1970-01-01,2099-12-31,593,,,0.61,APPROVED,EQUIVALENT,Javier,1642756805650,4059601,Single acquired kidney cyst,Condition,MAPS_TO,,<auto>,1642599832782,
0382A,"Septicaemia, Pneumococcal septicaemia",53,40489912,unique_parent_match,SEPTICHAEMIA PNEUMOCOCCUS,2000400439,Condition,5-char ICD9fi,1970-01-01,2099-12-31,038,,,0.65,APPROVED,EQUIVALENT,Javier,1642756805650,4176270,Gonococcemia,Condition,MAPS_TO,,<auto>,1642599833644,
7182K,"Other derangement of joint, Pathological dislocation[DISLOCATIO SPONTANEA, MUU NIVEL]",0,77356,parent_match,"DISLOCATIO SPONTANEA, MUU NIVEL",2000405866,Condition,5-char ICD9fi,1970-01-01,2099-12-31,718,,,0.51,APPROVED,NARROWER,Javier,1642756738661,77356,Pathological dislocation of joint,Condition,MAPS_TO,,<auto>,1642599833936,
9164A,"Superficial injury of hip, thigh, leg and ankle, Insect bite, non-venomous, without mention of infection",6,444428,unique_parent_match,MORSUS INSECTORUM NONINFECTIOSUS ALARAAJAN,2000408055,Condition,5-char ICD9fi,1970-01-01,2099-12-31,916,,,0.57,APPROVED,EQUIVALENT,Javier,1642756805650,194799,Nonvenomous insect bite of hip with infection,Condition,MAPS_TO,,<auto>,1642599834932,
0383A,Septicaemia due to anaerobes,0,40486631,unique_parent_match,SEPTICHAEMIA ANAEROBICA,2000400440,Condition,5-char ICD9fi,1970-01-01,2099-12-31,038,,4194976,0.68,INVALID_TARGET,EQUIVALENT,Auto-remapping using OHDSI release 2024-08-29,1727395200000,0,Unmapped,,MAPS_TO,Invalid existing target: 37162933,,0,
2964E,"Affective psychoses, Bipolar affective disorder, manic[PSYCH BIPOLAR CIRCULARIS,VAIKEA-ASTE,PSYKOOT PIIRT]",59,440078,parent_match,"PSYCH BIPOLAR CIRCULARIS,VAIKEA-ASTE,PSYKOOT PIIRT",2000402810,Condition,5-char ICD9fi,1970-01-01,2099-12-31,296,,,0.40,APPROVED,NARROWER,Javier,1642756738661,439256,"Bipolar affective disorder, currently manic, severe, with psychosis",Condition,MAPS_TO,,<auto>,1642599835450,
7058A,"Disorders of sweat glands, Other specified disorders of sweat glands[POMPHOLYX]",0,441655,parent_match,POMPHOLYX,2000405628,Condition,5-char ICD9fi,1970-01-01,2099-12-31,705,,,0.53,APPROVED,NARROWER,Javier,1642756738661,441655,Disorder of sweat gland,Condition,MAPS_TO,,<auto>,1642599835500,
5933A,"Other disorders of kidney and ureter, Stricture or kinking of ureter",34,194995,unique_parent_match,STRICTURA URETERIS,2000404662,Condition,5-char ICD9fi,1970-01-01,2099-12-31,593,,,0.60,APPROVED,EQUIVALENT,Javier,1642756805650,4148260,Calculus of kidney and ureter,Condition,MAPS_TO,,<auto>,1642599835885,
1707D,"Malignant neoplasm of bone and articular cartilage, Long bones of lower limb[ALARAAJAN PITKIEN LUIDEN SYÖPÄ,MUU HISTOLOGIA]",0,436640,parent_match,"ALARAAJAN PITKIEN LUIDEN SYÖPÄ,MUU HISTOLOGIA",2000401364,Condition,5-char ICD9fi,1970-01-01,2099-12-31,170,,,0.46,APPROVED,NARROWER,Javier,1642756738661,35607522,Malignant neoplasm of bone and articular cartilage of limb,Condition,MAPS_TO,,<auto>,1642599837526,
7182L,"Other derangement of joint, Pathological dislocation[DISLOCATIO SPONTANEA, USEAT NIVELET]",0,77356,parent_match,"DISLOCATIO SPONTANEA, USEAT NIVELET",2000405867,Condition,5-char ICD9fi,1970-01-01,2099-12-31,718,,,0.53,APPROVED,NARROWER,Javier,1642756738661,77356,Pathological dislocation of joint,Condition,MAPS_TO,,<auto>,1642599837709,
0384A,Septicaemia due to other gram-negative organisms[SEPTICHAEMIA HAEMOPHILUS INFLUENZAE],6,40493038,parent_match,SEPTICHAEMIA HAEMOPHILUS INFLUENZAE,2000400441,Condition,5-char ICD9fi,1970-01-01,2099-12-31,038,,,0.52,APPROVED,NARROWER,Javier,1642756738661,40486059,Sepsis due to Haemophilus influenzae,Condition,MAPS_TO,,<auto>,1642599838966,
5934A,"Other disorders of kidney and ureter, Other ureteric obstruction",16,198802,unique_parent_match,OBSTRUCTIO URETERIS ALIA,2000404663,Condition,5-char ICD9fi,1970-01-01,2099-12-31,593,,,0.62,APPROVED,EQUIVALENT,Javier,1642756805650,4148260,Calculus of kidney and ureter,Condition,MAPS_TO,,<auto>,1642599839382,
2964F,"Affective psychoses, Bipolar affective disorder, manic[PSYCH BIPOLAR CIRCULARIS,LÄHES OIREETON,OSIT REMIS]",0,440078,parent_match,"PSYCH BIPOLAR CIRCULARIS,LÄHES OIREETON,OSIT REMIS",2000402811,Condition,5-char ICD9fi,1970-01-01,2099-12-31,296,,,0.43,APPROVED,NARROWER,Javier,1642756738661,439256,"Bipolar affective disorder, currently manic, severe, with psychosis",Condition,MAPS_TO,,<auto>,1642599839657,
7058B,"Disorders of sweat glands, Other specified disorders of sweat glands[MORBUS FOX-FORDYCE (ACNE APOCRINICA)]",0,441655,parent_match,MORBUS FOX-FORDYCE (ACNE APOCRINICA),2000405629,Condition,5-char ICD9fi,1970-01-01,2099-12-31,705,,,0.43,APPROVED,NARROWER,Javier,1642756738661,136186,Apocrine miliaria,Condition,MAPS_TO,,<auto>,1642599839890,
6478X,"Infective and parasitic conditions in the mother classifiable elsewhere but complicating pregnancy, childbirth and the puerperium, Other specified infective and parasitic diseases",37,433823,unique_parent_match,INFECTIO IN GRAVIDITATE ALIA DEFINITA,2000405083,Condition,5-char ICD9fi,1970-01-01,2099-12-31,647,,,0.67,APPROVED,EQUIVALENT,Javier,1642756805650,4305155,"Parasitic disease in mother complicating pregnancy, childbirth AND/OR puerperium",Condition,MAPS_TO,,<auto>,1642599840022,
7182X,"Other derangement of joint, Pathological dislocation[DISLOCATIO SPONTANEA, MÄÄRITTELEMÄTÖN]",0,77356,parent_match,"DISLOCATIO SPONTANEA, MÄÄRITTELEMÄTÖN",2000405868,Condition,5-char ICD9fi,1970-01-01,2099-12-31,718,,,0.42,APPROVED,NARROWER,Javier,1642756738661,77356,Pathological dislocation of joint,Condition,MAPS_TO,,<auto>,1642599841721,
5935A,"Other disorders of kidney and ureter, Hydroureter",0,194408,unique_parent_match,HYDROURETER,2000404664,Condition,5-char ICD9fi,1970-01-01,2099-12-31,593,,,0.66,APPROVED,EQUIVALENT,Javier,1642756805650,4148260,Calculus of kidney and ureter,Condition,MAPS_TO,,<auto>,1642599841795,
0384B,Septicaemia due to other gram-negative organisms[SEPTICHAEMIA E. COLI],66,40493038,parent_match,SEPTICHAEMIA E. COLI,2000400442,Condition,5-char ICD9fi,1970-01-01,2099-12-31,038,,,0.52,APPROVED,NARROWER,Javier,1642756738661,43530750,Bacteremia caused by Gram-negative bacteria,Condition,MAPS_TO,,<auto>,1642599841836,
1707X,"Malignant neoplasm of bone and articular cartilage, Long bones of lower limb[ALARAAJAN PITKIEN LUIDEN SYÖPÄ,EI HIST VAHV]",0,436640,parent_match,"ALARAAJAN PITKIEN LUIDEN SYÖPÄ,EI HIST VAHV",2000401365,Condition,5-char ICD9fi,1970-01-01,2099-12-31,170,,,0.45,APPROVED,NARROWER,Javier,1642756738661,35607522,Malignant neoplasm of bone and articular cartilage of limb,Condition,MAPS_TO,,<auto>,1642599842393,
9165A,"Superficial injury of hip, thigh, leg and ankle, Insect bite, non-venomous, infected",0,4055870,unique_parent_match,MORSUS INSECTORUM INFECTIOSUS ALARAAJAN,2000408056,Condition,5-char ICD9fi,1970-01-01,2099-12-31,916,,,0.62,APPROVED,EQUIVALENT,Javier,1642756805650,194799,Nonvenomous insect bite of hip with infection,Condition,MAPS_TO,,<auto>,1642599842860,
2964G,"Affective psychoses, Bipolar affective disorder, manic[PSYCHOSIS BIPOLARIS CIRCULARIS,OIREETON (REMISSIO)]",0,440078,parent_match,"PSYCHOSIS BIPOLARIS CIRCULARIS,OIREETON (REMISSIO)",2000402812,Condition,5-char ICD9fi,1970-01-01,2099-12-31,296,,,0.47,APPROVED,NARROWER,Javier,1642756738661,439256,"Bipolar affective disorder, currently manic, severe, with psychosis",Condition,MAPS_TO,,<auto>,1642599843304,
7058C,"Disorders of sweat glands, Other specified disorders of sweat glands[HIDRADENITIS SUPPURATIVA]",67,441655,parent_match,HIDRADENITIS SUPPURATIVA,2000405630,Condition,5-char ICD9fi,1970-01-01,2099-12-31,705,,,0.51,APPROVED,NARROWER,Javier,1642756738661,4241223,Hidradenitis suppurativa,Condition,MAPS_TO,,<auto>,1642599843550,
0384C,Septicaemia due to other gram-negative organisms[SEPTICHAEMIA PSEUDOMONAS],0,40493038,parent_match,SEPTICHAEMIA PSEUDOMONAS,2000400443,Condition,5-char ICD9fi,1970-01-01,2099-12-31,038,,,0.53,APPROVED,NARROWER,Javier,1642756738661,43530750,Bacteremia caused by Gram-negative bacteria,Condition,MAPS_TO,,<auto>,1642599844624,
5937A,"Other disorders of kidney and ureter, Vesicoureteric reflux",246,197036,unique_parent_match,REFLUXUS VESICOURETERALIS,2000404665,Condition,5-char ICD9fi,1970-01-01,2099-12-31,593,,,0.59,APPROVED,EQUIVALENT,Javier,1642756805650,4148260,Calculus of kidney and ureter,Condition,MAPS_TO,,<auto>,1642599844703,
7183A,"Other derangement of joint, Recurrent dislocation of joint[LUXATIO HABITUALIS, OLKANIVEL]",290,81939,parent_match,"LUXATIO HABITUALIS, OLKANIVEL",2000405869,Condition,5-char ICD9fi,1970-01-01,2099-12-31,718,,,0.50,APPROVED,NARROWER,Javier,1642756738661,81939,Recurrent dislocation of joint,Condition,MAPS_TO,,<auto>,1642599845355,
2967A,"Affective psychoses, Bipolar affective disorder, unspecified",178,432876,unique_parent_match,PSYCHOSIS BIPOLARIS NUD,2000402813,Condition,5-char ICD9fi,1970-01-01,2099-12-31,296,,,0.65,APPROVED,EQUIVALENT,Javier,1642756805650,439256,"Bipolar affective disorder, currently manic, severe, with psychosis",Condition,MAPS_TO,,<auto>,1642599846489,
7058D,"Disorders of sweat glands, Other specified disorders of sweat glands[BROMHIDROSIS]",0,441655,parent_match,BROMHIDROSIS,2000405631,Condition,5-char ICD9fi,1970-01-01,2099-12-31,705,,,0.51,APPROVED,NARROWER,Javier,1642756738661,441655,Disorder of sweat gland,Condition,MAPS_TO,,<auto>,1642599847220,
1708A,"Malignant neoplasm of bone and articular cartilage, Short bones of lower limb[ALARAAJAN LYHYIDEN LUIDEN SYÖPÄ,OSTEOSARCOMA]",0,434880,parent_match,"ALARAAJAN LYHYIDEN LUIDEN SYÖPÄ,OSTEOSARCOMA",2000401366,Condition,5-char ICD9fi,1970-01-01,2099-12-31,170,,,0.46,APPROVED,NARROWER,Javier,1642756738661,35607522,Malignant neoplasm of bone and articular cartilage of limb,Condition,MAPS_TO,,<auto>,1642599847840,
5938A,"Other disorders of kidney and ureter, Other specified disorders of kidney and ureter[URETEROCELE]",16,40483287,parent_match,URETEROCELE,2000404666,Condition,5-char ICD9fi,1970-01-01,2099-12-31,593,,,0.51,APPROVED,NARROWER,Javier,1642756738661,4148260,Calculus of kidney and ureter,Condition,MAPS_TO,,<auto>,1642599848124,
0384X,Septicaemia due to other gram-negative organisms[SEPTICHAEMIA BACTERICA GRAM NEGATIVA ALIA],0,40493038,parent_match,SEPTICHAEMIA BACTERICA GRAM NEGATIVA ALIA,2000400444,Condition,5-char ICD9fi,1970-01-01,2099-12-31,038,,,0.59,APPROVED,NARROWER,Javier,1642756738661,43530750,Bacteremia caused by Gram-negative bacteria,Condition,MAPS_TO,,<auto>,1642599848782,
7183B,"Other derangement of joint, Recurrent dislocation of joint[LUXATIO HABITUALIS, KYYNÄRNIVEL]",8,81939,parent_match,"LUXATIO HABITUALIS, KYYNÄRNIVEL",2000405870,Condition,5-char ICD9fi,1970-01-01,2099-12-31,718,,,0.43,APPROVED,NARROWER,Javier,1642756738661,81939,Recurrent dislocation of joint,Condition,MAPS_TO,,<auto>,1642599849429,
2968A,"Affective psychoses, Manic-depressive psychosis, other and unspecified",1438,436665,unique_parent_match,DEPRESSIO MENTIS NUD,2000402814,Condition,5-char ICD9fi,1970-01-01,2099-12-31,296,,,0.69,APPROVED,EQUIVALENT,Javier,1642756805650,436665,Bipolar disorder,Condition,MAPS_TO,,<auto>,1642599850227,
0388X,"Septicaemia, Other specified septicaemias",168,132797,unique_parent_match,SEPTICHAEMIA ALIA,2000400445,Condition,5-char ICD9fi,1970-01-01,2099-12-31,038,,,0.46,APPROVED,EQUIVALENT,Javier,1642756805650,44501505,"Carcinoma, NOS, of other specified parts of pancreas",Condition,MAPS_TO,,<auto>,1642599851099,
7058E,"Disorders of sweat glands, Other specified disorders of sweat glands[CHROMHIDROSIS]",0,441655,parent_match,CHROMHIDROSIS,2000405632,Condition,5-char ICD9fi,1970-01-01,2099-12-31,705,,,0.51,APPROVED,NARROWER,Javier,1642756738661,441655,Disorder of sweat gland,Condition,MAPS_TO,,<auto>,1642599851119,
297,Paranoid states,0,432590,full_match,HARHALUULOISUUSHÄIRIÖT,2000402815,Condition,3-char ICD9fi,1970-01-01,2099-12-31,295-299,,,0.71,APPROVED,EQUAL,Javier,1642756146926,440684,Simple paranoid state,Condition,MAPS_TO,,<auto>,1642599851443,
5938B,"Other disorders of kidney and ureter, Other specified disorders of kidney and ureter[POLYPUS URETERIS]",0,40483287,parent_match,POLYPUS URETERIS,2000404667,Condition,5-char ICD9fi,1970-01-01,2099-12-31,593,,,0.49,APPROVED,NARROWER,Javier,1642756738661,4148260,Calculus of kidney and ureter,Condition,MAPS_TO,,<auto>,1642599851942,
